16,26,33,18,8,8,13,8,6,6,5,3,6,6,5,8,4,6,5,3,7,4,6,5,4
16,5,9,10,10,3,15,1,7,1,2,0,5,1,8,3,2,1,3,1,2,3,2,3,1
13,10,12,8,7,5,5,1,5,1,1,8,3,2,1,1,2,1,1,1,3,0,2,1,1
9,12,10,7,7,3,4,10,6,0,1,2,3,2,3,0,8,3,3,4,2,3,3,3,0
13,3,4,3,4,0,2,0,1,0,0,0,1,4,0,0,1,0,1,2,1,3,1,2,0
10,8,8,4,2,3,1,1,1,2,0,1,2,3,1,4,2,1,1,1,2,2,2,1,0
9,6,6,7,3,3,5,1,1,1,2,0,2,0,0,3,2,1,3,1,2,3,1,2,0
5,6,4,4,3,4,0,0,1,0,2,1,0,2,1,2,2,0,0,1,1,1,1,0,1
12,4,4,8,5,3,2,0,2,0,2,0,1,0,2,2,0,0,2,2,3,2,5,3,0
7,5,3,6,7,2,2,3,2,0,1,1,5,1,1,3,1,1,1,2,1,0,1,1,0
9,7,6,4,3,2,2,2,1,1,5,0,3,1,1,1,3,0,1,0,3,3,1,0,0
11,2,2,2,5,1,1,0,1,0,0,0,0,1,2,1,0,1,2,4,3,1,2,1,0
11,5,2,4,7,2,0,1,1,1,1,0,3,1,0,1,2,0,3,3,1,5,2,2,2
9,3,3,2,4,0,1,3,2,0,0,1,3,4,2,2,3,0,3,2,1,5,1,1,2
4,5,6,3,1,0,4,2,2,0,1,1,2,0,3,2,1,2,0,0,0,0,0,1,0
7,3,4,5,6,1,1,2,0,0,2,0,3,1,1,3,0,2,3,2,1,1,3,4,1
6,5,6,6,6,3,1,3,0,1,2,1,1,1,0,2,1,1,2,3,4,2,6,3,0
8,4,2,4,5,0,0,0,0,0,0,1,0,3,0,0,2,0,2,2,0,4,1,1,0
0,5,3,2,1,1,2,3,1,0,2,0,3,1,1,2,1,1,0,0,3,0,0,0,0
2,3,1,0,3,1,0,1,0,1,0,0,1,1,0,2,2,1,2,1,1,1,1,1,0
9,1,3,2,3,0,2,0,1,0,0,0,0,2,0,0,0,0,1,1,0,2,0,2,0
4,7,4,3,1,2,3,1,2,0,1,0,3,2,1,2,1,0,1,0,0,0,0,0,0
2,7,5,5,2,4,1,5,2,1,1,0,1,1,1,3,2,2,0,0,5,0,2,0,0
1,5,2,4,1,3,1,1,0,1,2,1,1,1,0,2,0,0,1,0,0,0,0,0,0
7,1,2,2,3,0,2,0,1,0,0,0,0,2,0,0,0,0,1,1,1,2,0,2,0
