5,23,24,14,6,5,0,1,0,1,1,1,0,1,1,0,0,1,0,1
22,12,23,11,11,8,3,5,2,3,1,0,2,0,0,0,0,0,0,0
16,12,15,11,9,5,3,3,1,3,1,0,2,0,1,0,0,0,0,0
9,8,12,9,6,4,1,2,0,1,1,0,1,0,0,0,0,0,0,0
2,11,12,10,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,3,3,2,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,5,3,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,6,4,3,4,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0
1,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,2,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,3,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4,3,6,4,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2,6,5,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,9,6,5,1,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0
2,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,8,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,4,6,3,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
3,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
